ssn,leukocyty,hemoglobin,trombocyty,indicator,alt,ast,hematokrit,hbver,etytr,er-cv,erytrocyty
244-29-9015,5.49179,6.6165,5.11967,1.0,10.24228,28.7043,7.16186,6.97423,5.18851,52.54037,4.55591
245-07-0671,8.27334,2.39218,5.42612,0.0,17.34288,43.40523,6.65282,5.61878,6.48071,71.27765,5.10677
245-50-6359,4.36448,7.24203,7.15723,1.0,23.41565,61.20804,5.54884,7.71599,5.63354,43.3668,4.21995
245-58-0388,6.89991,5.13871,6.88219,1.0,9.86371,23.29212,7.38567,8.33519,6.74512,48.67993,4.40086
245-93-4102,7.438,9.09533,6.44625,0.0,13.03636,69.92116,6.58616,6.81783,6.27775,27.66123,5.18811
246-82-2886,4.79102,5.44338,5.13959,0.0,9.00223,70.22581,7.67758,7.53973,5.84358,50.02509,3.74197
247-52-5076,5.9879,7.28112,6.38842,0.0,4.26694,25.83572,5.81641,6.12511,4.74866,39.96956,4.35544
247-61-2110,6.0799,6.44958,4.14015,0.0,11.99191,35.07388,9.56741,4.31635,5.07312,80.24289,4.47661
247-66-2356,7.20045,7.04563,4.78547,1.0,12.22337,49.13862,7.12582,6.7318,6.39254,32.68361,4.95534
247-76-7447,6.41292,7.00246,5.86028,0.0,6.97692,45.43096,4.74398,4.4723,6.39908,30.34118,4.46117
248-01-7968,6.92047,5.69997,6.78456,1.0,11.0775,53.32091,8.72257,7.32507,5.37561,27.17084,3.14753
248-19-2019,6.04683,7.14741,5.00562,1.0,15.23363,63.34226,6.1406,2.71741,4.78683,50.6683,3.93472
249-06-4429,6.20259,6.70752,5.91414,1.0,14.9715,30.15502,8.1077,7.3394,5.7253,28.69027,5.76509
249-36-6326,5.80247,7.45335,7.15537,1.0,20.60633,34.86274,5.29886,8.52343,5.17338,62.91809,6.80973
249-53-4900,4.01168,6.5042,5.93232,1.0,14.11659,53.21528,8.44804,7.02119,6.30842,66.68485,5.39152
250-72-2870,6.9736,3.51925,5.06739,0.0,12.05781,47.99674,7.85996,6.05409,4.42296,24.76756,2.3545
251-02-7532,6.2693,5.65868,3.98103,0.0,12.00961,52.80653,6.4162,6.60886,5.89893,68.26915,3.12538
251-19-8281,6.29129,4.14761,6.25154,0.0,18.62186,27.6435,7.15633,7.3218,7.7833,50.75202,6.20344
251-97-7712,5.83443,4.94569,6.29553,0.0,17.53873,43.78479,7.3994,6.87089,5.40505,60.52645,3.27319
251-98-7666,5.48205,5.73017,7.27388,0.0,17.44542,51.74879,4.49714,5.61409,6.9819,66.85838,3.73248
252-08-0274,6.0061,8.76101,6.14768,0.0,11.22363,49.75616,6.35551,5.80263,6.31419,38.51778,4.0074
252-10-1851,5.50084,7.12977,5.22758,1.0,18.22356,16.75004,7.98771,6.60212,4.30581,31.35902,5.5836
252-19-2102,5.31869,8.67265,5.13835,1.0,11.29472,26.62564,5.42916,7.62762,5.50674,54.44313,3.51836
252-67-6356,6.20742,5.08983,6.90845,1.0,13.33419,35.0645,4.11325,5.69009,7.5215,45.23242,3.1917
253-02-4577,4.98404,6.23027,7.27839,1.0,7.78311,41.94435,8.4454,7.49269,5.92474,37.45344,3.79982
253-03-1215,5.68619,6.62029,5.79116,0.0,17.7311,48.01243,5.41673,6.24723,4.54275,38.37906,3.58541
253-06-3714,6.63872,10.02926,4.87419,1.0,13.35128,35.93027,5.31853,6.18021,6.36418,47.10911,4.58959
253-75-6802,6.21986,4.20084,6.40796,0.0,11.94982,47.56467,8.24995,7.62845,5.84596,51.85136,5.00798
254-20-4653,6.77998,6.707,6.14383,1.0,12.1282,58.991,5.93198,7.93489,8.17443,55.96942,4.36945
254-54-8533,7.45031,8.7932,6.0821,1.0,9.48942,42.52434,4.12535,3.79846,6.07322,39.46473,5.51976
254-56-8760,5.65619,6.65288,6.79023,1.0,20.04635,28.85766,7.88588,7.08843,3.67031,68.80059,6.31761
254-75-7907,4.84722,7.033,6.10968,1.0,22.11088,57.06096,5.44678,8.13227,4.87178,36.1248,6.14022
255-53-6696,6.94638,9.35708,5.70634,1.0,11.82014,51.94596,5.29798,3.29695,7.46199,41.87265,5.81097
255-61-4167,4.83968,7.44377,5.95297,1.0,15.2118,58.56898,6.76012,8.16328,7.25431,62.30671,5.29686
255-69-3147,4.65408,9.21295,6.84795,0.0,9.32564,57.94774,5.88953,3.80198,5.7955,72.7608,5.91657
255-77-1718,6.49811,7.05465,5.56834,0.0,12.15884,45.78365,3.08673,5.08936,6.51839,71.92365,2.75313
255-97-1221,6.41739,4.56318,4.97514,1.0,20.71577,54.19989,9.45432,7.79989,5.0769,51.62817,6.79094
256-28-7698,5.56516,5.58592,6.17279,1.0,9.48974,34.24447,4.93572,5.44475,5.41073,44.88474,3.61506
256-37-1274,6.07291,8.83725,5.23524,1.0,18.15391,61.24589,4.16607,7.8047,7.08432,70.37869,5.4894
256-45-9751,5.40513,4.99067,7.04678,0.0,13.01706,54.09327,5.72546,5.45925,6.56148,48.06853,2.26875
256-52-6967,7.23062,7.98451,7.0382,1.0,13.59608,51.05058,8.21062,5.34406,6.91759,57.04619,4.02232
256-56-5323,7.23585,6.56578,7.96491,0.0,8.54286,63.73509,5.76982,6.61482,5.71271,49.86833,3.11998
257-01-7662,6.23106,6.79031,6.95424,0.0,16.38404,38.66621,7.47119,7.33671,5.40045,33.32837,4.07456
257-30-1428,6.78583,8.29476,7.06236,1.0,13.04065,36.19466,6.61022,6.503,7.4781,38.26622,4.58316
257-38-0882,6.88963,7.98911,5.36487,1.0,11.05276,36.362,6.97766,6.80476,4.92283,10.61754,6.27203
257-41-7328,5.31387,6.02304,6.43523,0.0,11.66307,52.35879,5.54168,6.52819,6.92598,40.48635,3.89882
257-42-9177,5.95012,6.87323,4.97597,0.0,10.38415,54.05174,8.99987,4.35996,5.52479,41.43685,4.80429
257-71-2480,5.82916,6.22531,7.33029,1.0,16.71722,46.41976,7.71279,6.61364,5.7268,46.32189,4.82314
257-73-8297,4.24096,7.8679,8.34685,1.0,23.13724,56.00621,3.25643,4.91019,4.71629,53.97215,5.35049
258-77-4285,5.48304,6.06155,4.47599,1.0,7.25174,67.43871,6.78539,7.44206,5.75612,58.60337,4.69715
258-78-6918,4.03146,9.79209,4.77872,1.0,15.28728,70.79787,6.6241,5.58487,5.79069,59.12969,4.07164
259-10-2788,7.57722,6.76384,5.94745,0.0,12.30648,43.9709,7.79506,3.97485,7.48871,42.75759,5.18044
259-12-8791,5.78623,5.52104,6.78914,1.0,22.73842,43.33106,6.95476,8.49414,6.81634,43.59129,7.07919
259-93-4834,5.7561,7.83828,4.98472,1.0,24.29583,46.44843,6.02279,8.01269,5.12575,43.87642,5.96851
260-43-2139,5.32774,5.37034,5.16046,1.0,5.27701,67.02148,4.66027,5.75491,6.22507,60.29616,2.58355
260-97-4999,7.69371,7.92088,5.61512,1.0,21.88386,35.23853,7.09911,6.90637,6.41979,39.84362,4.6954
261-76-3143,7.77577,7.31899,6.34302,0.0,16.03809,52.18233,6.56511,5.1572,6.04387,58.33819,5.34765
262-23-7184,6.09462,5.62595,5.30466,0.0,10.87959,44.79677,7.32543,4.40079,7.52636,43.12868,5.16494
262-42-2850,4.7079,7.852,5.4081,1.0,11.66636,36.8992,9.17678,5.19569,5.50299,42.29893,4.28527
262-43-2542,7.30485,8.792,6.27273,0.0,29.4742,52.29304,7.89929,4.64142,4.92119,56.39166,6.84314
262-49-0303,6.74172,7.53961,5.23847,1.0,14.29602,58.10242,5.74688,4.27083,4.98289,65.11299,5.12277
262-65-2780,6.18245,6.80249,5.61452,0.0,15.37928,35.89568,6.63969,6.84133,4.75064,51.85332,1.57817
262-89-2046,7.74138,6.59104,5.80061,1.0,10.44609,72.74511,6.27012,5.02795,5.56338,42.56789,4.88572
263-47-7464,5.67196,7.39127,7.45194,1.0,15.77274,45.96088,8.15403,5.97311,4.94342,51.54222,5.35704
263-71-9277,4.44501,3.86873,5.56594,0.0,25.58946,33.08037,8.36707,7.81416,4.49585,61.7701,5.79739
264-28-6798,5.54579,8.82306,5.07721,1.0,20.97549,42.21253,4.90474,4.4372,5.21505,34.55758,6.75048
264-98-8024,6.25276,4.72002,6.32922,1.0,16.24609,42.81934,5.6231,6.83588,7.79741,46.23926,3.30742
265-24-9639,6.7336,5.50937,6.22112,0.0,20.32378,49.02096,5.97455,7.30671,6.28163,65.43535,6.21517
265-93-2821,5.04155,8.81791,4.9453,1.0,14.35792,55.98506,3.68076,2.79835,5.5621,54.60286,5.23155
266-05-3081,5.46744,6.41261,5.63724,0.0,17.31674,45.8834,7.63707,4.01531,6.04822,68.08667,4.51932
266-15-4131,6.78901,3.99129,4.81026,0.0,9.43125,30.98039,7.82501,6.50606,5.67725,22.55857,2.85339
266-41-4562,6.52297,5.63673,5.4733,1.0,13.69115,61.95406,5.1088,4.73192,6.49255,43.41786,3.08102
267-30-8889,5.46845,7.03343,5.52699,1.0,13.97919,55.77444,6.21307,8.11037,4.96765,56.65946,4.1107
267-37-4449,6.44871,6.71716,6.54274,0.0,19.9595,36.67342,5.65812,6.52641,4.12423,69.02705,2.60564
267-40-8156,5.50712,6.46784,6.35725,1.0,15.59477,59.57429,8.34347,6.48858,6.05705,53.55202,5.54896
267-59-4610,6.17456,8.92326,6.70085,1.0,10.31236,32.16242,6.15888,6.32491,4.55351,55.67408,4.79953
267-80-9215,5.84939,8.56197,5.71929,1.0,15.59937,32.60708,7.89829,6.03561,6.503,50.13257,5.1434
267-92-9496,6.14073,4.38159,7.19725,0.0,16.95895,54.48474,9.10214,7.71299,5.92634,48.27012,3.385
268-50-7623,5.50681,6.07659,5.44166,1.0,12.21665,37.45708,4.62362,5.76325,5.28612,76.77921,3.57308
268-59-7150,5.32178,4.10561,6.18588,1.0,34.73492,68.85158,7.67862,8.20132,4.62655,41.00073,7.86643
268-66-7983,5.41127,6.40405,7.52831,1.0,12.50485,59.62176,6.28209,7.76779,8.637,45.12183,4.36933
268-76-3431,6.74689,6.73732,4.49088,0.0,16.0025,56.1434,7.09082,3.97487,6.42883,29.6622,5.07277
268-85-1583,6.21452,9.31245,5.61186,1.0,11.08613,37.46412,5.34059,7.22292,5.56678,46.15101,3.27855
269-19-7404,5.56744,5.06157,7.4618,1.0,23.03888,54.44722,7.95698,8.46336,5.74537,38.9636,5.28085
269-42-9641,4.98825,6.33322,7.90578,0.0,18.02155,33.6812,7.07343,7.70017,3.89288,35.97527,3.98871
269-81-2609,5.40323,7.96677,4.88675,0.0,10.8856,41.80921,7.20118,4.93129,4.70611,30.38384,4.75647
269-83-0516,7.55765,3.84109,6.7555,0.0,22.69862,60.80916,8.77396,8.42919,6.24335,27.88385,6.89655
269-91-1370,6.04486,7.24656,5.41373,0.0,9.86544,47.03102,7.02754,4.93185,5.18444,38.12778,5.09112
270-85-5848,6.47995,3.40194,6.16038,1.0,10.83929,46.41195,5.36373,7.56271,4.1215,25.43551,2.14155
271-16-3662,7.19536,6.13435,5.53409,1.0,16.69335,54.67987,6.1248,4.30579,5.68369,69.22229,3.75352
271-59-0703,5.3373,7.50519,7.87646,1.0,15.93278,82.00321,5.6656,5.00358,4.17901,63.2638,5.07679
272-30-7754,4.97165,7.41227,5.67223,0.0,3.15577,57.79453,7.89863,6.34804,6.72616,42.61359,3.95501
272-65-3340,6.66469,6.5673,5.3788,1.0,11.81068,50.68741,5.95246,7.21559,8.21347,59.00709,4.31692
275-69-0529,5.02806,7.54453,5.39548,1.0,15.06215,46.79322,4.88421,5.65494,6.58695,25.23399,5.4453
275-73-3119,6.18268,4.65562,7.52466,1.0,14.27183,68.20334,7.50349,8.71047,6.8767,52.84542,5.31667
275-76-7873,6.60265,8.22863,5.63332,0.0,15.100138371484631,34.42235,8.32232,4.95724,4.69942,53.68294,4.1874
276-15-4497,7.83472,8.16011,5.39142,1.0,8.02776,50.75417,8.1865,6.61894,6.99121,47.47075,4.22991
277-32-6779,5.19325,8.09594,5.94789,1.0,11.7379,33.19334,6.8537,6.77051,7.63248,38.79923,4.2885
277-35-9350,4.89437,8.70991,5.37006,0.0,10.81111,31.10972,6.24884,4.39854,5.34068,51.18374,4.65035
277-42-3556,6.46593,6.73605,6.09239,1.0,15.37165,38.6993,7.25276,6.49834,6.07929,46.93091,4.56623
277-87-2783,7.7478,5.96781,5.93408,1.0,9.13074,30.21857,8.09049,7.45343,5.79504,58.97973,3.80399
278-62-7622,5.8375,6.44707,4.96303,0.0,12.95409,41.27814,7.89799,3.10677,5.34934,61.61727,5.24551
278-63-2719,5.76108,7.05129,4.50674,1.0,12.67044,62.06542,5.39403,4.58651,4.82742,44.01661,4.58687
278-70-9509,6.51827,4.85558,4.711,0.0,14.21352,53.81093,6.98509,7.26615,5.40908,31.54153,5.26288
279-04-2534,5.65694,4.00207,4.78109,0.0,8.90857,37.98309,8.46354,7.60421,5.04785,29.32083,4.86059
279-05-4582,6.59241,8.34823,6.13626,0.0,21.44832,41.81871,9.09425,5.19721,6.09596,44.36075,7.04536
279-57-6792,4.47737,7.87149,4.72488,1.0,15.8789,23.09606,8.06955,6.57959,5.97416,42.49035,4.79403
279-61-8666,4.87697,7.86427,4.71388,0.0,8.847,59.55297,7.99528,5.06469,5.31372,41.30259,4.16984
279-66-9912,6.12996,4.32799,5.86161,0.0,19.92176,10.66182,5.76617,5.36352,5.44546,60.46713,2.94197
279-98-2790,7.07315,8.00933,6.17576,1.0,19.86646,33.24023,4.74596,4.40186,5.20398,43.09807,5.47679
280-01-6370,5.95462,8.68409,6.6309,1.0,9.33733,74.90887,8.77114,5.36558,6.37188,51.59327,4.55667
280-16-4767,6.8554,7.76427,5.53217,1.0,16.09114,42.17875,6.46353,6.3804,7.69826,34.74576,3.05624
280-60-6978,5.6507,7.98091,7.36018,1.0,10.28523,32.45293,4.70106,8.48947,5.21398,51.19324,4.45885
280-78-4612,5.44234,6.71093,5.73553,1.0,23.89998,23.45308,7.73096,6.83747,5.35862,37.56823,5.02576
281-22-0427,5.72779,6.39081,4.68735,1.0,15.9323,60.48567,7.47823,8.43143,4.52945,52.31696,6.25883
281-37-9292,6.9511,1.88772,6.80492,0.0,11.72638,40.07185,8.65717,5.30358,7.37668,47.49846,1.35148
281-56-5476,6.39534,6.9827,7.28628,1.0,8.78428,46.83698,6.18148,4.80576,7.03251,46.59918,5.12411
281-74-6686,5.63938,7.13298,5.57251,1.0,10.57593,36.28338,5.54468,5.61287,5.2659,54.01577,4.57583
281-89-7616,7.15445,7.74896,6.54859,1.0,10.03099,45.97114,7.24672,6.06181,4.65292,43.66271,6.0394
281-90-1590,5.55221,6.29961,8.21305,1.0,11.53038,43.31377,6.95593,7.60822,5.80487,55.30221,6.09363
282-07-3409,5.6257,6.73437,5.68099,1.0,11.00553,58.0362,5.45348,4.26999,4.45349,34.27556,4.14118
282-19-2063,6.87022,3.32437,7.7606,0.0,19.56054,28.64919,7.83974,7.49595,6.2686,34.52716,6.80115
282-32-4395,6.3465,5.74482,6.74548,1.0,16.17277,71.9366,4.9363,7.28024,6.98254,39.95501,5.07138
282-74-8554,5.87203,4.21614,5.72575,1.0,16.7925,55.66801,9.22473,8.30592,6.48329,36.42868,5.11693
283-74-4348,6.65086,3.24141,6.02007,0.0,17.79573,58.05607,7.48019,6.96752,6.9965,66.77467,6.01191
284-75-7982,6.33667,5.93352,7.29039,1.0,9.28694,49.76456,7.67757,7.26887,4.5234,41.77913,4.84485
284-91-7578,4.14926,6.32291,5.79566,1.0,12.07291,61.97124,3.66646,6.24871,7.32162,22.89742,3.83017
285-25-9127,5.51657,6.85635,7.07772,1.0,12.46026,62.16163,5.04564,4.31944,7.71993,76.90819,4.22079
285-30-6412,4.27799,6.42549,7.72367,1.0,15.88467,71.53167,3.76881,5.64477,5.2062,54.22245,5.54919
285-45-0984,4.89203,6.84674,5.63479,0.0,21.15475,40.49717,8.75734,5.23933,6.65635,31.98755,4.9065
285-90-5868,6.07467,5.12656,6.36231,0.0,14.7874,34.62518,10.18554,4.46934,3.85379,48.18873,5.55407
286-05-8649,6.47296,3.13649,5.39451,0.0,15.20735,41.66592,8.52015,4.12581,7.5071,26.82727,5.10051
286-39-2880,6.04786,10.17816,6.01567,1.0,12.26604,50.57061,3.37061,7.74078,5.77336,42.97792,4.30236
286-78-9730,6.65789,8.99547,8.0112,0.0,18.08282,35.96923,7.46807,4.62463,5.91219,63.38876,5.44577
286-92-3405,7.01123,8.56681,6.99968,1.0,12.63659,70.84056,5.50584,3.45333,5.78266,46.4823,5.586
286-95-5781,6.17089,5.77802,3.86547,1.0,15.19702,23.09739,8.58869,6.53702,6.06278,52.90377,5.55859
288-03-3473,7.31477,7.57582,4.21158,1.0,20.38167,61.37449,6.97573,6.75805,4.9875,45.30207,3.30882
288-79-2257,5.27329,7.58042,5.13543,1.0,17.51382,34.66236,4.19361,4.22491,4.65606,32.62897,4.71427
289-84-2917,4.7969,5.39931,6.69618,0.0,13.83538,42.48706,6.98575,7.44458,4.40399,71.26232,4.84871
289-92-2777,6.28032,4.44753,5.42044,0.0,21.27606,66.26192,6.12304,6.94844,6.35067,49.79944,6.59266
290-25-8802,6.60638,8.86186,3.904,1.0,19.56583,38.78398,4.51336,4.04491,7.59158,52.60799,5.77164
290-47-2261,6.21111,6.80051,5.41734,1.0,8.11358,52.48749,7.82699,6.94823,6.73678,57.03389,4.78534
290-62-6357,6.59042,7.21822,5.9859,1.0,16.40565,36.97258,3.65715,4.92037,6.37345,31.74513,4.5921
290-68-4315,6.77654,10.90884,7.43011,1.0,28.96911,44.66089,4.66557,1.04893,7.18195,28.06397,7.22915
290-94-3097,5.27526,7.38089,6.15957,1.0,17.36184,50.48821,8.10225,6.31548,6.24405,57.53122,3.66503
290-94-8666,7.63443,4.93194,6.07567,1.0,10.85912,54.81355,6.84602,6.50622,6.44312,49.20813,3.2044
291-67-2363,5.10567,5.03714,6.35436,1.0,11.85203,54.32499,5.3047,5.33259,7.50934,32.55882,3.19088
292-18-5629,5.30896,7.29598,6.90672,1.0,14.00935,54.50195,5.46928,4.30196,5.85338,54.29287,4.1416
292-30-9469,7.95923,5.65541,7.76221,0.0,13.06694,62.17318,5.72571,6.18764,4.62298,63.15898,3.15602
292-42-1721,5.78021,8.04006,4.66022,1.0,5.75245,52.18896,7.84436,5.17354,6.9777,28.85503,4.3445
292-42-9907,6.86548,8.8357,6.33782,1.0,15.24473,60.17664,4.80953,3.6102,5.62644,46.34863,5.51309
292-67-7738,3.38787,6.7834,6.65959,1.0,15.71237,31.69877,5.46421,4.18263,6.92497,23.25422,3.88494
292-72-4961,5.19232,5.77151,5.85346,0.0,9.11418,52.3645,6.83934,6.05776,6.397,54.57202,2.94064
293-19-2518,7.84312,6.89166,6.60324,0.0,12.54238,38.89168,6.17306,6.61202,7.30783,61.96149,3.72283
293-41-2856,6.01558,8.3132,4.94139,0.0,26.3736,41.83665,8.00451,4.97474,4.83533,47.79327,7.25811
293-76-2515,5.57428,7.17189,7.29544,1.0,16.25173,61.56566,6.47507,7.60894,5.56295,39.14216,6.52643
294-17-4790,2.98313,7.01086,7.35553,1.0,14.27601,66.4179,7.95688,6.16984,4.55268,46.1994,3.7965
294-23-4628,6.954,5.79952,6.66507,1.0,15.68191,47.99125,8.71174,7.42387,7.82546,31.15234,4.05681
294-69-1287,7.3725,8.39095,5.13176,1.0,15.9071,47.24474,6.74092,6.3604,7.35027,34.47732,4.03261
294-87-0699,7.40871,2.68411,9.13915,0.0,10.43672,15.78525,10.11484,7.35491,6.84636,57.78781,3.18445
294-95-5521,5.69196,9.02152,6.06943,0.0,18.82792,44.49658,8.94321,6.29616,5.36081,50.39527,5.7025
295-24-6910,6.02114,7.64102,5.68652,0.0,7.85699,35.27161,5.74611,6.1403,6.31459,49.27587,2.92979
295-88-8494,4.36205,8.56946,7.79203,0.0,16.82805,43.02109,6.84576,5.50214,4.6058,45.61813,4.47988
296-01-8170,4.99305,5.94083,7.70602,1.0,20.0588,43.05401,3.89449,6.19213,5.01241,54.17354,4.25265
296-13-7367,5.86396,5.88076,6.26007,1.0,13.74363,46.31359,8.40272,7.0964,5.96672,39.27393,4.19468
296-20-2117,5.75837,9.09522,6.38881,1.0,22.55517,33.21267,4.22872,3.05875,6.01592,39.44505,6.10076
296-45-4300,5.27902,5.81237,5.30448,0.0,14.97101,36.01465,7.0623,6.0372,5.18675,52.59914,2.79906
296-69-5058,6.16826,6.94497,5.14435,1.0,9.46458,59.58843,6.00366,8.38054,5.4592,47.71728,5.02455
297-13-8283,6.41469,3.90468,5.1467,0.0,13.16901,47.56617,6.87465,5.25577,5.05404,21.8564,1.24731
297-17-8117,6.2789,7.54758,5.21679,1.0,9.1658,42.65646,4.65836,4.42404,6.36245,42.20393,4.89306
297-64-8673,6.89787,6.06449,5.75836,0.0,13.77291,51.36193,7.7062,7.93947,7.38537,49.68913,3.47218
297-73-7753,6.15113,9.34524,6.22851,0.0,11.82442,44.01866,6.28058,6.09997,5.63894,72.36789,2.88454
297-88-9666,5.6708,7.47608,6.74098,0.0,12.8493,50.69174,4.55525,5.77632,5.18996,53.60817,2.90888
299-03-9057,4.64631,7.85993,4.21791,1.0,20.39713,49.81048,7.46238,6.37703,6.17689,52.60906,6.25126
299-81-4853,6.55582,5.68311,5.30577,1.0,21.1235,51.17464,7.69225,8.37156,7.57898,42.41572,7.37339
299-89-0819,5.23679,5.67846,5.6572,0.0,14.32005,40.3318,6.70079,7.82908,6.70556,26.96111,6.026
299-90-9053,6.82901,9.79973,6.83458,1.0,18.60969,59.50612,4.5533,2.02271,4.96422,41.88142,6.06813
299-99-2152,5.96158,5.52965,5.41275,0.0,9.5056,45.59993,6.88105,6.7917,5.29567,33.96573,2.98211
300-50-4245,4.58075,8.85376,6.10542,0.0,13.13029,72.0936,4.78883,6.20515,5.49762,61.12707,4.67113
300-63-6801,5.9684,6.95147,6.14195,0.0,16.256,58.36048,8.7127,4.36605,5.49481,72.36404,5.33282
300-76-3367,7.48668,5.22321,7.23914,1.0,13.14892,68.96867,6.97453,6.29017,6.00692,51.96505,4.19466
301-30-0997,4.67405,7.01721,6.26362,0.0,14.49706,41.55073,6.0464,6.43049,5.79049,55.30986,3.65646
301-64-7388,6.16091,3.71399,6.27769,0.0,53.0093,41.83196,8.47326,8.75769,6.01496,63.04403,8.53782
302-11-5410,6.10084,8.67559,7.30432,1.0,20.19789,65.92237,5.24422,3.99664,5.76827,44.82756,5.92389
302-20-6549,7.73592,8.7671,5.16191,1.0,11.89043,29.58076,5.66148,6.67953,6.49835,42.00101,4.65995
302-50-1501,5.6952,6.77107,6.10638,1.0,14.89852,49.57632,5.22761,4.56331,4.84075,40.26717,4.8072
302-92-4399,3.44026,3.70683,5.7394,0.0,21.3673,65.09077,7.8058,7.75869,5.37817,37.24488,7.00911
302-96-3697,5.05506,8.29176,6.52648,1.0,12.24711,43.79131,7.75351,6.13778,6.30993,53.18487,5.01249
303-16-8176,4.82882,6.33403,6.52359,1.0,22.1099,64.72917,9.44608,6.38043,5.5083,53.22419,5.78126
303-56-6380,5.08335,9.78682,5.8668,1.0,12.94605,22.93547,4.81008,3.29442,6.46687,58.98451,6.40551
303-76-5304,6.75011,4.48508,6.37175,1.0,13.98054,35.97892,5.05731,5.4206,5.4277,80.41124,2.85045
303-79-7762,5.84479,7.51769,5.27393,1.0,14.09,51.3621,8.38565,6.12311,7.31041,60.1512,4.06653
303-96-9342,6.7546,5.55256,6.30128,1.0,15.79161,31.44855,6.96669,4.7838,4.78939,33.64598,3.70596
304-03-4988,6.12624,7.88685,5.08384,0.0,13.84126,39.96093,7.63344,5.30364,7.96905,52.62929,4.54392
304-05-1160,6.98758,4.29117,6.36499,0.0,15.41661,58.42451,7.50592,7.53639,4.07387,71.87991,5.9495
304-57-7691,3.42744,6.73299,5.96759,0.0,12.22104,30.85472,6.49975,3.99661,4.67731,46.56813,4.78697
305-11-6081,6.52148,6.52522,6.4895,1.0,13.10978,58.55879,7.85148,6.91181,5.44298,36.22378,5.88862
305-63-4806,4.05939,6.57743,6.0853,1.0,7.10995,36.31106,7.22185,8.14004,7.18601,43.86896,4.5591
305-80-7914,3.69225,5.47831,6.65839,0.0,15.98775,73.7867,6.79985,4.40697,6.97869,52.13231,3.32183
306-56-1645,6.90606,5.89203,5.37054,1.0,9.55031,36.51889,7.41599,8.00328,5.52826,38.95013,5.13382
306-57-6117,7.70103,6.85602,6.09012,0.0,18.27109,45.84985,8.34867,5.55518,5.71354,48.65962,4.66428
306-63-8429,4.77196,5.57402,5.78811,0.0,23.85501,64.20918,8.15672,8.85286,7.29454,56.19811,6.45748
307-40-9390,6.10782,5.47021,6.49429,0.0,9.43493,46.91105,6.61746,7.25959,8.15843,51.21351,4.87219
307-45-9377,4.35202,5.57958,5.85228,0.0,17.6324,41.45249,8.73611,4.83718,5.73147,64.19957,5.06765
307-71-1858,6.13384,5.24928,6.13765,0.0,14.45186,42.56731,7.78523,7.66683,7.15825,61.41241,4.32494
308-01-8073,5.60467,7.44639,4.82667,0.0,17.01202,20.11189,7.28901,6.75312,6.68683,50.73385,4.14649
308-47-8862,3.81081,4.66489,6.42059,1.0,14.84536,36.2867,5.95647,6.24715,6.64417,43.18846,2.63927
309-64-7804,7.03508,5.03967,7.38358,0.0,13.47892,57.47772,7.86427,8.05495,5.64903,55.42754,5.57544
309-91-1198,7.01608,6.21159,4.3006,1.0,23.70917,41.64841,8.03378,7.4826,7.31766,63.10853,7.21086
309-93-5819,5.75286,7.91475,6.2909,1.0,19.06234,46.65215,4.51799,4.53558,5.72065,48.40096,5.50332
309-95-8380,6.55371,5.31694,5.14754,0.0,15.43645,46.53019,7.57543,2.0527,5.92743,46.00115,4.96102
310-10-4293,6.22079,4.87593,6.09364,1.0,12.43056,29.66969,8.8691,7.19575,6.03715,40.71805,5.26022
310-10-6450,6.15879,4.31583,5.59042,0.0,17.81895,43.89566,8.98146,5.5125,5.52542,36.87966,4.79756
310-61-1391,4.98173,6.2647,4.32564,0.0,13.02844,32.65177,4.33439,5.45847,6.0576,44.22505,2.68317
311-59-4786,5.27848,9.20462,6.2356,1.0,12.24658,54.35301,5.77885,7.01006,5.87673,49.97838,5.08948
311-60-7200,5.2563,7.91839,5.95594,1.0,15.92669,61.18117,6.54917,7.1968,5.31344,55.92918,5.36084
312-52-8523,3.23038,7.00385,7.738,1.0,10.63954,50.98225,8.05884,6.53105,4.32969,44.68489,3.85303
312-54-5088,4.52559,7.34098,6.88801,1.0,12.73027,37.19332,5.8657,4.75267,6.12816,9.06084,4.96715
312-72-9685,7.12131,5.79393,5.35814,1.0,16.38268,34.58303,4.83866,7.04238,6.64186,47.65207,4.36108
313-34-3381,4.02652,6.0385,4.72609,0.0,9.44348,41.49186,6.46688,7.3148,7.42325,29.0897,4.43685
313-66-6644,5.72034,8.57466,6.27718,1.0,13.83841,25.19185,4.57163,5.12186,4.07166,79.28599,6.25886
314-04-0669,7.47119,7.11974,6.25474,0.0,21.0252,49.82328,8.07698,4.33415,5.45301,46.55127,5.51115
314-39-4980,6.4937,8.42204,6.59235,1.0,20.98871,60.13329,4.30284,4.52114,5.21296,30.60395,6.28519
314-45-1266,5.94401,5.66195,5.19653,1.0,9.72618,27.71594,5.9721,5.67842,6.0116,65.6905,4.10713
314-50-2237,6.18173,6.16403,5.78388,0.0,10.38053,52.0094,7.48404,5.94585,6.02244,60.40865,4.15428
314-75-0250,4.74122,6.11479,6.74011,0.0,16.01129,36.55201,6.3022,4.22975,5.46666,56.90505,4.50403
315-36-4996,6.15504,5.7711,5.9198,1.0,9.02193,47.85818,3.59043,5.20526,5.99935,46.3219,4.02681
315-70-1662,5.25612,2.8641,5.38874,0.0,13.37986,50.82531,8.43366,6.39763,7.45538,45.21033,3.30828
