ssn,smoker,relationship,job,blood_group,race,sex
710-38-1614,1,widowed,Learning mentor,A+,White,1
710-84-5816,1,single,Warehouse manager,A-,White,1
711-01-1286,1,married,"Engineer, maintenance",B-,Asian,1
711-06-1869,1,married,"Engineer, manufacturing systems",A-,Asian,1
711-18-8853,0,married,"Civil engineer, consulting",AB+,White,1
711-57-5916,1,single,Futures trader,A-,White,1
711-99-7246,1,divorced,Archaeologist,B+,Asian,0
712-66-3058,1,married,"Psychologist, occupational",O+,Hawaiian,1
712-78-9175,0,nop,Recruitment consultant,A-,Black,1
713-13-5003,0,widowed,Podiatrist,O-,White,0
713-39-1271,0,single,Clinical embryologist,O-,Asian,1
713-51-9068,1,widowed,Educational psychologist,B+,White,1
713-58-9029,1,divorced,Chemical engineer,O+,White,0
713-74-8406,1,single,"Psychologist, educational",O+,Black,1
714-25-4369,1,widowed,Insurance claims handler,A-,Black,1
714-94-7179,1,married,Herbalist,B+,White,0
714-98-5326,1,divorced,Plant breeder/geneticist,O+,Indian,0
715-64-6372,0,married,Legal executive,AB+,Black,0
715-78-8813,0,nop,Airline pilot,O+,Indian,0
715-97-5108,0,single,"Secretary, company",O-,White,0
716-13-3030,0,single,Aid worker,AB-,Asian,1
716-29-5282,1,nop,Chief of Staff,A+,White,1
716-79-1603,0,nop,Chief Marketing Officer,B+,Black,0
716-85-0308,0,nop,"Programmer, multimedia",A+,Asian,0
717-05-4026,1,divorced,Banker,B+,Black,0
717-34-5980,1,single,Museum/gallery conservator,B-,Asian,0
717-44-2552,1,nop,"Administrator, arts",AB+,Asian,0
717-54-2361,0,divorced,Secretary/administrator,AB+,Hawaiian,1
717-62-9357,0,single,Statistician,B-,White,0
718-25-2239,1,single,Secretary/administrator,AB-,White,1
718-33-0206,0,widowed,Logistics and distribution manager,AB+,White,0
719-26-2815,0,separated,Health service manager,AB+,Hawaiian,0
719-36-4044,0,widowed,Nature conservation officer,AB+,Asian,1
719-45-2736,0,divorced,Film/video editor,A+,White,0
720-47-0567,0,widowed,Chief Marketing Officer,AB-,White,1
721-18-8836,0,nop,Aid worker,A-,Black,1
721-55-7217,1,married,Art therapist,B+,White,0
722-09-0800,0,divorced,Secondary school teacher,A-,White,1
722-77-1813,1,single,Chartered management accountant,AB-,White,1
723-09-5674,1,single,Drilling engineer,AB+,White,0
723-31-1080,0,nop,"Surveyor, building",AB+,White,1
723-45-0119,1,married,Local government officer,AB-,Asian,0
723-52-7874,1,divorced,"Surveyor, commercial/residential",AB+,White,1
724-06-9382,1,single,Personnel officer,O-,White,1
724-10-8793,0,married,"Administrator, sports",A-,Asian,1
724-56-1372,1,divorced,Personnel officer,B+,White,1
724-74-1881,1,married,Corporate treasurer,AB-,White,0
724-85-0623,0,divorced,Surgeon,AB+,Hawaiian,1
725-04-6243,0,separated,Automotive engineer,O+,Black,0
725-25-9825,0,separated,"Production assistant, radio",B-,White,1
725-31-9456,1,single,"Lecturer, further education",O+,Black,1
725-31-9910,0,single,Site engineer,AB-,White,1
725-51-1837,0,divorced,Research scientist (life sciences),A-,White,1
725-65-4777,0,separated,Hydrogeologist,B-,Black,1
725-75-6568,1,married,Social researcher,B+,Black,1
725-82-8251,0,widowed,"Scientist, research (medical)",O+,White,1
725-82-9306,0,divorced,Charity officer,B-,Black,1
725-92-5197,1,married,"Solicitor, Scotland",B+,White,1
725-97-8711,1,divorced,"Restaurant manager, fast food",O+,White,0
726-40-1886,0,married,Investment analyst,O-,White,1
726-55-7537,1,separated,Database administrator,AB-,White,0
726-78-4933,1,divorced,Agricultural engineer,O-,White,0
727-24-8075,0,married,Farm manager,B-,White,1
727-67-5938,0,single,Mining engineer,AB+,White,0
728-05-4427,0,single,Museum/gallery curator,AB-,Hawaiian,0
728-24-6608,0,married,Surgeon,A-,White,0
728-35-9021,0,nop,Soil scientist,A-,Black,1
728-44-9178,1,married,Set designer,A+,Black,1
728-89-8346,1,single,"Engineer, chemical",A-,Black,0
729-31-8367,0,married,Professor Emeritus,A-,White,1
729-36-0057,0,nop,Product manager,A-,White,0
729-41-7926,0,divorced,Marketing executive,A+,White,0
730-19-8127,0,divorced,"Conservation officer, nature",AB-,Black,0
730-44-1777,1,nop,Armed forces operational officer,AB+,White,0
730-63-1455,0,separated,Sports development officer,AB-,Indian,1
730-68-7406,0,separated,Sports development officer,O-,Black,0
731-29-2378,0,widowed,Purchasing manager,AB-,Black,0
731-95-1795,0,married,Immunologist,B+,Black,0
732-08-4428,0,divorced,"Lecturer, further education",AB+,Black,1
732-14-1731,1,married,Pension scheme manager,O-,White,0
732-72-8849,1,separated,"Development worker, international aid",AB+,Asian,0
733-39-3407,1,divorced,Tax adviser,O+,White,0
733-61-3922,1,married,Science writer,AB-,Hawaiian,1
733-74-8777,0,separated,"Scientist, research (maths)",O+,Indian,0
733-83-7139,0,widowed,"Accountant, chartered certified",A+,White,0
733-98-3065,1,divorced,Chiropodist,AB-,White,0
734-11-0368,0,divorced,Hotel manager,O-,White,1
734-55-6162,0,separated,Operations geologist,B-,Black,1
734-88-7449,0,single,Advertising account executive,O+,White,0
734-94-6589,0,separated,"Designer, exhibition/display",B-,White,1
735-29-0352,0,married,Pensions consultant,A+,White,0
735-51-6444,0,divorced,Early years teacher,O-,White,1
735-52-7139,0,married,Stage manager,AB-,White,1
736-25-4282,1,married,"Lighting technician, broadcasting/film/video",B-,White,1
736-53-4407,0,divorced,Furniture conservator/restorer,B-,White,1
736-63-3094,0,divorced,Building control surveyor,AB-,Black,0
736-63-3898,1,married,Quarry manager,O-,Black,0
737-42-1642,1,divorced,"Geologist, engineering",A-,White,1
737-65-7780,1,widowed,Estate manager/land agent,O+,Black,1
737-87-4132,0,separated,"Surveyor, building control",B-,White,1
738-25-3577,0,married,"Scientist, product/process development",AB+,White,1
738-40-5404,0,separated,Set designer,B+,White,0
738-75-6158,1,divorced,Tourist information centre manager,B-,White,1
738-80-7365,0,divorced,"Psychologist, prison and probation services",B-,Black,0
739-73-2208,1,divorced,Textile designer,O+,White,0
740-33-5469,1,divorced,Sales executive,AB-,White,0
740-73-7361,0,single,"Administrator, education",O+,Asian,0
740-90-8411,1,married,Horticultural consultant,A-,White,0
741-02-3375,1,married,"Scientist, research (life sciences)",A-,White,0
741-08-4285,0,widowed,Surgeon,O+,Black,0
741-09-7761,0,single,Careers information officer,B+,White,1
741-67-9245,1,single,Operational investment banker,A+,Black,1
741-79-2478,0,divorced,"Geologist, engineering",B-,Asian,0
741-92-4143,1,single,"Surveyor, land/geomatics",A+,Black,1
742-24-1191,0,single,Building surveyor,B+,Asian,1
743-35-8779,0,married,"Engineer, automotive",A+,Black,0
743-64-3068,0,divorced,"Psychologist, occupational",AB+,White,0
743-82-2165,0,married,Dancer,B-,White,1
743-89-2387,1,separated,Statistician,B+,Black,1
744-11-4423,1,widowed,Geoscientist,AB+,Black,1
744-69-8616,1,single,Financial trader,A+,Black,0
744-82-6084,0,single,Fashion designer,O+,Black,0
745-33-0526,0,widowed,Solicitor,B+,White,0
746-26-5187,1,single,Claims inspector/assessor,O-,White,1
747-39-3299,1,divorced,Trading standards officer,AB-,White,1
747-63-1779,1,married,Field trials officer,O+,Black,0
747-70-6445,0,married,"Sound technician, broadcasting/film/video",AB-,Indian,0
748-10-3827,0,single,"Administrator, charities/voluntary organisations",O-,Indian,1
748-19-0429,1,divorced,Biomedical scientist,AB+,White,1
748-93-7483,1,married,Race relations officer,B+,Asian,0
748-97-0270,0,married,Accommodation manager,B+,White,0
749-96-8824,0,single,Market researcher,AB+,White,0
750-23-4949,1,single,"Engineer, aeronautical",AB-,Black,0
750-64-6638,0,married,Planning and development surveyor,O-,White,1
750-84-3053,0,separated,Therapeutic radiographer,AB+,Black,0
751-06-5416,1,married,Theatre manager,A-,White,0
751-08-4001,1,single,Ergonomist,O+,Black,0
752-40-1782,1,widowed,Management consultant,O-,White,1
754-73-3144,0,married,Broadcast engineer,B-,White,0
754-95-3974,1,nop,Chiropractor,AB+,White,1
755-27-1590,1,separated,Conference centre manager,B+,Black,0
755-48-1605,0,married,"Education officer, environmental",A-,White,0
755-53-4433,1,married,Clinical molecular geneticist,A-,White,0
755-97-2972,1,married,Financial adviser,O-,White,1
756-13-8643,0,nop,Chief Technology Officer,A-,Indian,1
756-53-8777,1,divorced,Health promotion specialist,B-,White,1
756-79-6694,0,divorced,"Engineer, broadcasting (operations)",B+,White,0
756-96-9839,0,separated,Clothing/textile technologist,O+,White,1
757-30-7642,1,separated,Restaurant manager,B-,Black,1
757-35-5319,0,divorced,Animal nutritionist,AB-,Black,1
757-38-1134,0,separated,Technical brewer,A-,Asian,1
757-38-8208,0,single,Camera operator,B+,White,1
757-71-2502,0,widowed,Best boy,B+,White,1
757-73-3760,1,divorced,Trade union research officer,AB-,White,0
757-73-9955,0,married,Operational investment banker,A+,White,1
757-97-9335,0,married,Furniture conservator/restorer,O+,Black,0
758-06-7912,1,nop,Educational psychologist,O+,White,0
758-07-4476,0,divorced,Technical author,AB+,Black,1
758-38-5756,0,married,"Engineer, maintenance",A+,Black,1
758-81-1911,1,married,"Horticulturist, commercial",A+,Black,1
758-85-1357,0,divorced,Geographical information systems officer,A+,White,1
759-48-1567,1,nop,"Scientist, research (physical sciences)",AB-,White,0
759-71-4728,1,divorced,Maintenance engineer,A+,Black,1
759-77-4519,1,married,"Producer, television/film/video",AB+,White,1
760-43-8910,1,separated,Psychotherapist,A+,Black,1
760-54-2332,0,divorced,Technical author,O+,Asian,1
760-55-2893,0,married,Maintenance engineer,O+,White,0
761-67-1990,0,nop,Physiological scientist,O+,White,1
762-81-0615,1,widowed,Tour manager,A-,White,0
762-81-9122,1,married,Market researcher,O-,Black,1
763-21-4781,0,separated,Accounting technician,O+,Black,1
763-23-7702,0,married,Special effects artist,O-,Black,0
763-49-6732,0,married,Clothing/textile technologist,A+,White,1
763-56-1627,0,single,"Editor, commissioning",O-,Black,1
763-90-1562,0,divorced,Sports development officer,A+,Black,1
764-04-9876,0,divorced,"Surveyor, rural practice",AB+,Asian,0
764-40-3294,1,divorced,Product designer,A+,Black,1
764-56-9268,0,divorced,Professor Emeritus,B-,Black,0
764-58-7948,0,single,"Designer, fashion/clothing",B-,Black,0
764-63-6675,1,single,Archivist,O+,White,1
764-82-3535,1,single,"Designer, interior/spatial",B-,White,0
765-03-9354,0,divorced,Financial manager,A+,White,1
765-35-3591,1,separated,Jewellery designer,AB+,Asian,0
765-46-5663,1,nop,Public affairs consultant,O-,White,1
765-51-1273,0,single,Phytotherapist,B+,Black,0
765-62-9278,1,single,Barista,AB+,Black,0
765-93-0321,0,married,Private music teacher,B+,White,0
766-26-2138,0,single,"Therapist, occupational",O-,Black,1
766-40-9992,0,single,Hotel manager,A+,White,0
766-53-8384,1,divorced,"Surveyor, hydrographic",AB-,Black,0
766-86-4511,0,widowed,Accounting technician,AB+,White,1
767-13-0171,0,nop,Publishing rights manager,O+,Black,1
767-58-2649,1,married,Brewing technologist,A+,White,1
767-91-9470,0,married,"Programmer, systems",AB-,White,1
768-02-6418,0,divorced,Charity officer,B+,Hawaiian,1
768-47-4738,1,divorced,"Conservator, furniture",B+,Hawaiian,1
768-50-8058,1,nop,Advertising art director,O-,White,0
768-52-4396,0,married,Patent attorney,B-,White,1
768-72-9316,1,divorced,Make,AB+,White,1
769-19-9187,1,married,English as a foreign language teacher,O-,Black,0
769-76-4552,0,single,Dispensing optician,O-,Indian,1
769-85-7693,0,married,Lobbyist,O+,White,1
770-23-1443,0,married,Mining engineer,B-,White,0
770-25-9536,0,separated,Location manager,O+,White,1
770-40-6116,0,married,Speech and language therapist,B+,Black,0
771-02-7418,1,separated,Diagnostic radiographer,AB-,Asian,1
771-10-7193,0,divorced,Technical sales engineer,AB+,White,1
771-62-6804,1,divorced,Psychiatrist,AB-,Asian,0
771-96-7290,0,married,Passenger transport manager,AB-,White,0
772-32-3965,0,married,Music therapist,A+,Hawaiian,1
772-50-6667,1,married,"Nurse, adult",O-,White,0
773-02-6536,0,married,Forensic scientist,A-,White,0
773-14-6332,1,married,Horticultural therapist,O+,White,1
773-69-8934,0,divorced,"Accountant, chartered management",B-,White,0
774-03-2928,0,single,Technical author,AB-,White,0
774-03-3834,0,nop,Secretary/administrator,B-,White,0
774-91-0379,1,widowed,Retail buyer,AB-,White,1
775-24-4941,1,divorced,Museum/gallery curator,O+,Indian,0
776-03-4596,1,married,Tour manager,A+,White,0
776-49-1151,1,divorced,Building control surveyor,O+,White,1
776-55-7371,0,single,Cytogeneticist,B-,Asian,0
777-64-2884,0,married,Systems analyst,AB+,White,1
777-73-3504,1,married,Colour technologist,AB+,White,1
777-74-4881,0,married,Actuary,O+,White,0
777-79-1447,0,separated,Translator,AB+,White,1
778-11-5170,0,single,Field trials officer,B+,White,1
778-68-4753,1,married,Manufacturing engineer,A-,Black,0
779-06-2008,1,single,Animator,O+,Asian,1
779-24-6902,0,separated,Marine scientist,AB+,Black,1
779-38-1593,1,divorced,"Therapist, music",AB+,White,1
779-56-1025,0,nop,"Education officer, museum",AB+,Black,0
779-67-4144,1,separated,Operational investment banker,A-,Asian,1
779-89-4026,0,single,"Psychotherapist, dance movement",A-,White,1
780-15-8646,0,married,Water quality scientist,A-,Asian,1
780-69-8341,1,widowed,"Production assistant, television",B+,White,0
780-73-4375,1,divorced,English as a second language teacher,B+,Indian,0
781-07-3292,1,married,Meteorologist,A-,Indian,1
781-20-3355,1,married,Applications developer,O+,Black,0
781-86-4167,0,widowed,Consulting civil engineer,O-,White,0
781-88-9325,0,divorced,"Programmer, applications",A+,Asian,0
782-17-9303,0,married,"Designer, industrial/product",O-,White,0
782-36-7404,1,separated,Television camera operator,B-,White,0
782-48-5147,0,married,"Psychologist, counselling",O-,Black,0
782-60-5745,0,married,Secondary school teacher,O+,White,0
782-83-3963,0,single,Prison officer,A-,White,1
783-07-8629,1,widowed,Facilities manager,AB-,White,1
783-89-4153,0,single,"Nurse, learning disability",AB-,White,1
784-19-2498,1,married,Building surveyor,B-,Hawaiian,1
784-26-6089,0,divorced,Applications developer,AB-,White,1
784-78-4351,0,married,"Designer, fashion/clothing",AB-,White,0
784-94-8805,0,married,Orthoptist,O-,White,0
785-52-8577,0,single,Art gallery manager,A-,White,1
785-71-6463,0,married,Audiological scientist,B-,White,0
786-59-4128,0,single,"Production designer, theatre/television/film",A+,Black,1
786-69-3932,1,separated,Immunologist,O-,Hawaiian,1
787-37-7066,0,single,Financial adviser,B+,Black,1
787-72-0133,1,married,Diplomatic Services operational officer,AB+,Black,1
787-77-3982,0,divorced,Textile designer,O-,White,1
787-90-1763,1,divorced,"Doctor, general practice",A+,White,0
788-04-9611,1,widowed,"Psychologist, sport and exercise",AB+,White,1
788-05-9167,1,single,Clinical biochemist,O-,White,0
788-43-5062,1,separated,Translator,O-,White,1
788-63-7217,0,married,Fine artist,B-,White,1
788-99-3856,0,married,"Librarian, public",B-,Asian,0
790-01-0960,0,nop,Records manager,O-,White,0
790-11-0276,1,widowed,Film/video editor,O-,White,0
790-31-2131,0,married,Publishing rights manager,A+,Asian,0
792-07-4495,0,single,Consulting civil engineer,A-,White,0
792-31-6782,1,single,Colour technologist,A+,Black,0
792-70-1356,1,married,Music tutor,O+,White,1
792-71-9730,0,single,Academic librarian,AB+,White,0
792-79-2312,0,married,Holiday representative,A-,Hawaiian,1
792-98-8451,0,widowed,Statistician,B-,White,0
792-99-5424,1,married,Maintenance engineer,O+,Black,1
793-01-9426,0,separated,Volunteer coordinator,B-,White,1
793-02-7963,1,married,"Horticulturist, commercial",A+,White,1
794-58-9727,0,widowed,Curator,AB-,White,0
794-68-3210,0,married,"Designer, furniture",O+,White,1
794-75-3237,0,married,Intelligence analyst,AB-,Black,0
795-26-1733,0,married,Jewellery designer,B-,Black,0
795-78-3742,1,separated,"Surveyor, minerals",O+,White,1
795-95-3538,0,single,Manufacturing engineer,B-,White,1
796-17-0838,1,divorced,"Surveyor, planning and development",A-,Asian,1
796-61-5767,0,married,Personal assistant,A-,Black,0
796-76-3971,0,single,Financial trader,B-,White,0
796-93-6238,1,widowed,Actuary,A+,White,0
798-11-2745,0,single,Network engineer,A+,Indian,0
798-18-4724,0,single,"Administrator, local government",O+,White,0
798-56-1652,1,married,Counsellor,O-,White,1
798-89-9803,1,married,Airline pilot,A-,Black,1
799-23-2994,0,widowed,Industrial/product designer,B-,White,1
799-50-6380,0,married,Health physicist,B+,Asian,0
800-16-6359,0,divorced,Technical sales engineer,AB-,White,0
800-33-3010,1,divorced,"Psychologist, clinical",O-,Asian,0
800-58-6761,0,married,Dramatherapist,B-,Black,0
800-97-5174,0,single,Sub,AB+,White,1
801-05-0944,1,single,Midwife,AB+,White,1
801-47-9609,0,divorced,"Surveyor, rural practice",AB+,White,0
801-52-6765,0,single,Outdoor activities/education manager,O-,Asian,1
801-56-9283,1,married,Travel agency manager,A-,White,0
801-66-5509,0,separated,"Surveyor, planning and development",B-,White,0
801-78-7785,0,divorced,Race relations officer,O-,White,1
801-80-7102,1,married,Cartographer,A-,White,0
801-92-3082,0,married,Psychiatric nurse,AB+,Black,0
801-98-6608,0,nop,"Lighting technician, broadcasting/film/video",AB+,Black,1
802-11-8677,1,single,"Pilot, airline",AB+,White,1
802-45-1874,0,single,Information systems manager,B-,Asian,0
802-51-7067,0,married,Psychiatrist,O+,Black,0
802-54-0268,1,separated,"Secretary, company",O-,White,1
802-62-0870,0,divorced,Prison officer,B-,White,0
802-75-1721,1,single,Trade mark attorney,B+,White,0
802-80-2506,1,separated,Aeronautical engineer,AB+,White,1
803-57-6889,0,divorced,Careers adviser,AB+,Asian,1
804-67-6817,0,divorced,Community pharmacist,AB+,Asian,0
805-26-9179,0,nop,Financial adviser,AB-,Hawaiian,0
805-91-7550,0,divorced,"Journalist, newspaper",B+,Asian,1
806-12-8534,1,separated,Automotive engineer,A-,White,0
807-65-6785,1,single,Proofreader,AB-,White,1
807-67-0280,1,divorced,Quality manager,B-,White,1
808-04-8524,1,single,Animator,A+,White,1
808-79-0801,0,single,"Scientist, marine",A+,Asian,0
809-04-1800,0,widowed,"Education officer, community",B-,White,1
809-54-0058,1,widowed,Interpreter,A+,White,1
809-64-7326,1,married,Immunologist,AB-,White,1
809-98-6237,1,divorced,Tourist information centre manager,A+,Black,0
810-17-3947,0,nop,Museum education officer,AB-,White,0
810-50-0804,1,divorced,Chief Strategy Officer,AB+,Asian,0
810-55-9575,0,divorced,"Designer, industrial/product",O-,Black,0
810-79-3366,1,nop,Systems developer,AB+,Black,0
811-45-1798,0,married,Food technologist,AB+,White,1
811-85-4814,1,married,"Designer, television/film set",B-,Asian,1
811-88-2825,1,divorced,"Pilot, airline",A+,White,1
812-20-6072,1,divorced,Theatre stage manager,AB+,White,1
812-21-5110,0,married,Air cabin crew,A+,Hawaiian,0
813-62-7989,0,single,Sales promotion account executive,O-,White,0
813-92-6016,1,widowed,Geophysical data processor,A-,Black,0
814-05-7137,0,nop,Metallurgist,A-,White,1
814-10-8088,1,divorced,Aeronautical engineer,AB-,White,1
814-24-7702,1,single,Cytogeneticist,A-,White,1
814-48-1892,1,divorced,Pathologist,A+,Black,1
815-15-2537,1,married,"Engineer, agricultural",A+,White,0
815-40-0942,1,divorced,"Scientist, forensic",A-,White,1
815-44-6694,0,nop,Dance movement psychotherapist,B+,White,1
815-48-1906,0,divorced,"Accountant, chartered public finance",A+,Black,0
817-12-2164,0,divorced,"Chemist, analytical",A-,White,0
817-82-8986,0,married,Dealer,B-,White,1
818-12-8891,1,separated,Research scientist (physical sciences),O+,Hawaiian,0
818-49-6074,0,widowed,Quarry manager,B+,White,0
819-68-8973,0,single,"Designer, textile",A-,White,0
819-72-0700,0,married,"Engineer, automotive",AB-,Black,1
819-74-3960,1,single,Pharmacologist,A+,Black,1
819-94-3255,0,divorced,"Programme researcher, broadcasting/film/video",B+,White,0
820-23-7751,0,single,Building control surveyor,O+,White,1
820-25-3464,0,married,Therapeutic radiographer,B+,Indian,1
820-35-4439,0,widowed,Environmental health practitioner,AB+,Black,0
820-92-0731,0,married,Conference centre manager,O+,Black,1
821-31-2874,0,divorced,Legal executive,AB-,Asian,1
821-31-9020,0,divorced,Housing manager/officer,O-,White,0
821-65-1971,0,nop,Maintenance engineer,A+,Black,0
822-08-0680,0,single,Orthoptist,A-,Hawaiian,1
822-33-7011,1,divorced,Airline pilot,B+,White,0
822-41-9443,0,separated,"Surveyor, building",A+,White,1
822-53-4978,0,divorced,Furniture conservator/restorer,O+,White,1
823-31-9478,0,divorced,"Designer, television/film set",AB+,Hawaiian,1
823-39-5572,0,widowed,Private music teacher,A+,Indian,1
823-59-9259,0,married,Quarry manager,A+,Black,1
823-60-9377,1,divorced,Lawyer,O+,White,0
824-08-3100,0,separated,Forensic psychologist,A-,White,1
824-63-0108,0,single,Structural engineer,B+,White,1
824-74-4421,0,divorced,"Psychotherapist, dance movement",B-,White,0
825-23-7418,0,divorced,Exhibition designer,B-,Black,1
825-51-1557,0,divorced,Claims inspector/assessor,B+,Indian,0
825-80-4762,0,single,Commercial/residential surveyor,AB+,White,1
826-12-0397,1,single,English as a foreign language teacher,AB+,White,1
827-31-7666,1,divorced,Immunologist,AB-,White,0
827-33-5963,0,single,Podiatrist,A+,White,0
827-67-8524,0,married,English as a foreign language teacher,O+,White,1
827-73-9978,1,divorced,Race relations officer,AB-,Black,1
827-79-9026,0,widowed,Web designer,O+,Asian,1
827-96-5075,1,married,"Engineer, communications",O+,White,0
827-96-9153,1,divorced,Metallurgist,A+,Black,0
828-24-3802,0,married,Research scientist (life sciences),AB+,Black,0
829-58-0720,0,married,"Accountant, chartered management",B-,White,0
829-79-1166,1,nop,"Psychologist, occupational",AB+,Black,1
830-12-5528,0,widowed,Probation officer,B+,Hawaiian,0
830-30-0862,0,widowed,Publishing copy,O-,Asian,0
830-72-9112,0,married,Environmental education officer,A+,White,0
831-13-9212,0,nop,Sub,A+,White,0
831-76-3136,0,married,Ship broker,A-,Asian,1
831-89-3499,1,married,Arts development officer,O+,White,1
832-02-4746,0,nop,Associate Professor,A+,Black,1
832-17-1212,1,married,Training and development officer,O+,Black,0
832-22-5108,0,divorced,Architectural technologist,AB-,White,1
832-69-7442,1,divorced,Human resources officer,AB+,White,1
832-95-8841,0,separated,"Sound technician, broadcasting/film/video",B+,Asian,0
833-23-0816,0,divorced,Materials engineer,O-,Black,0
833-61-8261,1,married,Database administrator,AB-,White,0
833-87-6916,1,single,Government social research officer,B+,White,1
834-35-5961,0,nop,"Designer, interior/spatial",A-,Black,1
834-98-3324,1,married,Fast food restaurant manager,O-,White,1
835-17-3604,0,divorced,"Surveyor, insurance",A+,White,1
835-32-6906,0,divorced,Wellsite geologist,A+,Black,1
835-58-3746,0,divorced,Phytotherapist,AB-,White,1
835-61-7241,0,widowed,Accommodation manager,AB-,Black,1
835-63-4248,1,single,Science writer,A+,White,0
835-73-4848,0,married,Historic buildings inspector/conservation officer,A-,Black,0
836-07-5252,0,widowed,Personal assistant,AB+,Black,0
836-13-7539,1,divorced,Fashion designer,O-,White,0
836-53-6508,0,single,Technical brewer,A-,White,1
836-73-9133,0,single,Town planner,O-,Indian,0
837-45-5520,0,married,Exercise physiologist,A-,White,0
837-75-6396,0,divorced,Aid worker,AB-,White,1
837-78-4159,1,married,Special effects artist,A-,Black,1
837-79-4356,0,single,Media planner,AB-,Black,0
838-18-2929,1,married,"Clinical scientist, histocompatibility and immunogenetics",O-,White,0
838-48-6431,1,widowed,"Therapist, art",O+,Black,1
838-50-9290,1,divorced,"Editor, magazine features",AB-,White,1
838-68-6426,0,widowed,Financial adviser,A-,White,1
839-33-6713,1,married,Editorial assistant,A+,Asian,1
840-86-0385,1,married,"Engineer, civil (consulting)",A+,Black,0
841-02-7094,1,separated,Historic buildings inspector/conservation officer,A-,Black,0
841-33-7852,0,married,Radiation protection practitioner,AB+,White,0
841-78-0900,0,divorced,Financial planner,AB-,Asian,0
841-80-4298,1,married,Counselling psychologist,B-,Black,0
842-12-1004,0,divorced,Clinical psychologist,B+,White,1
842-15-2270,0,separated,Building surveyor,A-,Black,0
842-75-0914,1,widowed,"Sound technician, broadcasting/film/video",AB+,White,0
842-84-0484,0,married,Secretary/administrator,B+,Asian,1
843-08-5532,1,married,Contractor,A-,Indian,0
843-13-1755,0,widowed,Accommodation manager,AB+,Hawaiian,1
843-29-4143,0,married,Retail banker,O+,Black,0
843-41-0620,0,single,Probation officer,O+,White,1
843-50-0734,0,married,Further education lecturer,A+,White,1
843-52-0424,1,divorced,Midwife,O+,White,0
843-88-4800,1,single,Banker,O-,Black,1
844-19-0394,0,married,Contractor,B+,White,0
844-20-6961,0,married,"Chemist, analytical",B+,Indian,1
844-42-8347,0,divorced,Geophysicist/field seismologist,B-,Black,0
844-54-0591,1,divorced,"Engineer, manufacturing systems",AB-,White,0
845-13-8769,1,widowed,Education administrator,AB-,Asian,1
845-61-8248,0,divorced,Medical technical officer,AB+,White,1
846-05-1528,1,divorced,Private music teacher,AB+,Black,1
847-55-5107,1,widowed,Food technologist,AB-,Black,1
847-57-1254,1,single,Diplomatic Services operational officer,A+,White,0
847-68-8542,0,single,Armed forces training and education officer,A+,White,1
847-75-6094,0,married,Clinical psychologist,B-,White,0
848-30-4376,0,nop,Chartered certified accountant,B+,Indian,1
848-32-2414,1,divorced,Risk analyst,O+,Indian,0
848-57-8707,1,widowed,Dispensing optician,A-,White,1
848-75-1939,1,single,"Production assistant, radio",A+,Black,1
849-19-2515,1,widowed,Financial controller,A+,Indian,1
849-33-7880,0,divorced,"Doctor, hospital",B+,White,0
850-64-0977,0,married,Medical physicist,O+,Black,0
850-88-2734,1,married,"Horticulturist, commercial",B+,Hawaiian,0
850-99-7200,0,nop,Energy manager,O-,Black,0
851-98-5450,0,married,Cytogeneticist,O+,Asian,1
852-20-5080,1,single,Futures trader,AB+,White,0
852-95-5967,1,divorced,"Programme researcher, broadcasting/film/video",AB-,Black,1
853-03-8771,0,divorced,Counselling psychologist,O-,Black,1
853-31-8398,0,married,Hotel manager,B-,Black,1
853-34-6159,1,nop,Accommodation manager,O+,Indian,1
853-47-3024,0,nop,"Engineer, maintenance (IT)",B+,Black,0
854-67-9706,0,single,"Surveyor, mining",A-,White,1
854-74-0364,0,married,Tour manager,AB+,Black,1
855-08-6853,0,married,Computer games developer,AB+,White,1
855-58-3367,0,married,Further education lecturer,A+,White,0
855-63-2508,0,divorced,Fish farm manager,AB+,Asian,0
857-10-5394,1,single,"Designer, jewellery",B-,White,1
857-32-1948,1,divorced,Hospital pharmacist,A+,White,0
857-83-8741,1,nop,"Engineer, manufacturing systems",A-,White,1
858-25-0918,0,single,Financial manager,O+,Black,1
859-52-6602,0,divorced,"Education officer, environmental",B-,White,1
859-56-1267,0,nop,Hotel manager,B-,Hawaiian,1
859-70-6818,1,single,Estate agent,O+,Black,1
859-87-2619,1,married,"Investment banker, corporate",AB-,Black,1
859-87-3569,0,divorced,Dance movement psychotherapist,B+,White,1
859-90-2876,0,widowed,Careers information officer,A+,White,0
859-98-6844,1,married,Make,B-,Indian,1
860-15-2191,1,nop,Theatre stage manager,B-,Black,0
860-54-1374,1,married,"Surveyor, mining",A-,White,1
860-91-6758,0,separated,Site engineer,O-,White,0
861-09-2211,0,separated,Financial risk analyst,A-,White,1
861-34-0316,0,divorced,"Radiographer, diagnostic",B+,White,0
861-70-7746,0,single,Museum education officer,A+,Black,1
862-06-3056,1,married,Social researcher,AB-,Black,0
862-07-8090,1,single,Medical physicist,AB-,White,0
862-53-1136,1,married,Clinical research associate,AB+,White,0
862-65-8547,1,married,Computer games developer,AB-,White,1
862-71-6691,0,divorced,IT technical support officer,AB-,White,0
862-96-5995,0,divorced,Data scientist,O-,Hawaiian,0
